P1 Avg. Speak,P2 Avg. Speak,P1 Avg. Rank,P2 Avg. Rank,P1 W:L,P2 W:L,P3 Avg. Speak,P4 Avg. Speak,P3 Avg. Rank,P4 Avg. Rank,P3 W:L,P4 W:L,Winner G/O
27.4,29.1,3.6,2.0,0.67,1.5,28.0,30.94,2.2,1.61,4.0,5.2,G
28.83,26.57,2.28,3.0,1.42,0.56,27.6,27.67,3.04,2.67,0.56,0.8,G
28.83,26.57,2.28,3.0,1.42,0.56,21.8,23.0,3.0,2.5,0.0,0.25,O
28.83,26.57,2.28,3.0,1.42,0.56,28.86,30.26,2.64,1.74,1.0,2.8,G
28.13,28.5,2.27,2.5,1.14,1.0,24.24,26.07,3.41,2.79,0.13,0.56,O
28.13,28.5,2.27,2.5,1.14,1.0,26.47,27.58,3.05,2.92,0.46,0.6,G
28.13,28.5,2.27,2.5,1.14,1.0,29.71,28.47,2.17,2.16,2.0,0.73,O
28.4,27.0,2.2,3.2,0.67,0.67,26.4,26.2,2.2,3.4,0.67,0.43,O
28.4,27.0,2.2,3.2,0.67,0.67,26.8,27.4,3.1,2.3,0.43,0.43,G
28.2,27.8,2.8,3.2,0.25,0.25,28.2,25.89,2.0,3.67,0.25,0.12,G
28.86,30.26,2.64,1.74,1.0,2.8,27.0,26.4,3.0,3.4,0.0,0.0,G
28.86,30.26,2.64,1.74,1.0,2.8,29.47,25.89,2.12,2.44,1.29,0.5,G
30.13,28.98,1.87,2.38,2.0,1.35,29.0,24.62,2.25,3.38,1.22,0.32,G
30.13,28.98,1.87,2.38,2.0,1.35,26.4,26.2,3.2,2.4,0.67,0.67,O
30.13,28.98,1.87,2.38,2.0,1.35,25.83,25.59,2.83,2.86,0.5,0.38,G
30.13,28.98,1.87,2.38,2.0,1.35,29.6,26.1,1.8,2.3,1.5,1.0,G
28.79,25.5,2.07,2.3,2.22,1.0,28.25,28.25,3.0,3.0,0.33,0.33,G
29.5,29.5,2.0,2.44,1.5,1.57,30.2,29.33,2.0,2.56,1.5,2.0,G
29.5,29.5,2.0,2.44,1.5,1.57,27.31,26.0,3.23,3.33,0.18,0.12,G
29.5,29.5,2.0,2.44,1.5,1.57,27.4,29.1,3.6,2.0,0.67,1.5,G
29.0,30.05,2.8,1.75,1.5,1.86,28.32,27.85,2.33,2.85,0.9,0.54,O
29.0,30.05,2.8,1.75,1.5,1.86,27.31,26.0,3.23,3.33,0.18,0.12,O
29.15,27.93,2.35,2.93,0.82,0.75,28.2,28.93,3.1,1.93,1.5,0.88,O
28.8,29.41,2.7,1.97,1.0,1.9,28.32,27.85,2.33,2.85,0.9,0.54,G
28.8,29.41,2.7,1.97,1.0,1.9,26.86,28.55,3.07,2.35,0.17,0.67,O
28.8,29.41,2.7,1.97,1.0,1.9,28.25,28.25,3.0,3.0,0.33,0.33,O
30.6,27.95,1.67,2.58,1.5,1.71,27.0,26.4,3.0,3.4,0.0,0.0,O
30.6,27.95,1.67,2.58,1.5,1.71,21.8,23.0,3.0,2.5,0.0,0.25,G
30.0,30.1,2.2,2.1,1.5,2.33,27.0,29.2,3.2,1.4,1.5,1.5,O
30.0,30.1,2.2,2.1,1.5,2.33,26.67,21.4,2.5,3.6,0.5,0.25,G
30.0,30.1,2.2,2.1,1.5,2.33,29.2,26.0,1.97,2.7,1.73,1.0,O
30.2,30.0,1.9,2.8,2.33,4.0,28.13,28.5,2.27,2.5,1.14,1.0,G
30.2,30.0,1.9,2.8,2.33,4.0,29.47,27.56,1.97,3.11,1.31,1.25,O
30.2,30.0,1.9,2.8,2.33,4.0,29.8,29.9,2.0,2.6,1.5,2.33,G
30.2,30.0,1.9,2.8,2.33,4.0,28.83,26.57,2.28,3.0,1.42,0.56,G
30.3,28.37,1.7,2.33,1.5,1.5,29.8,28.36,1.6,2.84,1.5,0.92,O
30.3,28.37,1.7,2.33,1.5,1.5,29.6,26.1,1.8,2.3,1.5,1.0,G
30.3,28.37,1.7,2.33,1.5,1.5,27.33,29.6,3.44,1.6,1.25,1.5,G
25.4,25.3,2.8,3.1,0.67,0.25,26.4,26.2,2.2,3.4,0.67,0.43,O
29.2,26.0,1.97,2.7,1.73,1.0,24.24,26.07,3.41,2.79,0.13,0.56,G
29.2,26.0,1.97,2.7,1.73,1.0,29.15,27.93,2.35,2.93,0.82,0.75,O
29.2,26.0,1.97,2.7,1.73,1.0,28.2,28.4,3.4,2.2,0.67,0.67,O
29.8,29.3,1.7,2.4,2.33,1.5,28.2,27.8,2.8,3.2,0.25,0.25,G
29.8,29.3,1.7,2.4,2.33,1.5,27.0,26.0,2.4,3.4,0.67,0.67,G
29.8,29.3,1.7,2.4,2.33,1.5,28.4,27.0,2.2,3.2,0.67,0.67,O
29.8,29.3,1.7,2.4,2.33,1.5,29.5,29.5,2.0,2.44,1.5,1.57,G
31.63,28.71,1.7,2.43,14.0,1.8,29.71,28.47,2.17,2.16,2.0,0.73,G
31.63,28.71,1.7,2.43,14.0,1.8,23.11,25.33,3.22,2.0,0.5,0.5,O
31.63,28.71,1.7,2.43,14.0,1.8,28.4,27.0,2.2,3.2,0.67,0.67,G
27.6,27.67,3.04,2.67,0.56,0.8,28.32,27.85,2.33,2.85,0.9,0.54,G
27.6,27.67,3.04,2.67,0.56,0.8,26.86,28.55,3.07,2.35,0.17,0.67,G
31.0,29.6,1.43,2.6,6.0,4.0,27.1,29.89,2.5,2.11,0.67,1.11,O
31.0,29.6,1.43,2.6,6.0,4.0,27.79,28.8,2.05,2.75,1.11,1.86,G
31.0,29.6,1.43,2.6,6.0,4.0,29.8,29.29,2.2,2.5,2.33,1.8,O
31.0,29.6,1.43,2.6,6.0,4.0,31.8,26.11,1.8,2.89,1.5,0.8,O
30.69,29.4,1.78,2.7,6.5,9.0,28.8,30.2,2.4,1.6,1.5,1.5,G
30.69,29.4,1.78,2.7,6.5,9.0,28.8,28.86,2.7,2.64,1.0,1.0,O
30.69,29.4,1.78,2.7,6.5,9.0,30.33,27.44,1.56,2.67,3.5,2.0,O
30.69,29.4,1.78,2.7,6.5,9.0,28.79,25.5,2.07,2.3,2.22,1.0,G
30.69,29.4,1.78,2.7,6.5,9.0,29.2,31.02,3.0,2.62,4.0,5.67,G
29.1,31.8,3.0,1.4,1.5,9.0,24.23,26.33,3.08,3.33,0.44,0.0,O
29.1,31.8,3.0,1.4,1.5,9.0,26.86,28.55,3.07,2.35,0.17,0.67,G
29.1,31.8,3.0,1.4,1.5,9.0,26.68,29.47,3.28,2.18,0.56,1.0,O
29.1,31.8,3.0,1.4,1.5,9.0,31.12,28.73,1.76,2.8,4.0,1.14,G
28.0,30.94,2.2,1.61,4.0,5.2,25.6,27.2,3.6,2.8,0.0,0.0,G
28.0,30.94,2.2,1.61,4.0,5.2,28.2,28.4,3.4,2.2,0.67,0.67,G
28.0,30.94,2.2,1.61,4.0,5.2,29.93,26.2,1.6,3.2,1.5,1.0,O
28.0,30.94,2.2,1.61,4.0,5.2,31.8,26.11,1.8,2.89,1.5,0.8,O
26.4,26.2,3.2,2.4,0.67,0.67,28.83,26.57,2.28,3.0,1.42,0.56,O
26.4,26.2,3.2,2.4,0.67,0.67,28.2,27.8,2.8,3.2,0.25,0.25,O
27.0,29.2,3.2,1.4,1.5,1.5,29.0,24.62,2.25,3.38,1.22,0.32,O
27.0,29.2,3.2,1.4,1.5,1.5,29.0,30.05,2.8,1.75,1.5,1.86,O
28.8,27.9,2.2,2.7,1.5,1.0,28.2,28.4,3.4,2.2,0.67,0.67,O
28.8,27.9,2.2,2.7,1.5,1.0,29.8,28.36,1.6,2.84,1.5,0.92,G
28.8,27.9,2.2,2.7,1.5,1.0,27.79,28.8,2.05,2.75,1.11,1.86,G
26.9,26.8,3.1,3.0,0.43,0.25,27.0,26.4,3.0,3.4,0.0,0.0,G
26.4,26.2,2.2,3.4,0.67,0.43,29.15,27.93,2.35,2.93,0.82,0.75,G
29.2,31.02,3.0,2.62,4.0,5.67,26.67,21.4,2.5,3.6,0.5,0.25,O
29.2,31.02,3.0,2.62,4.0,5.67,29.6,28.04,3.0,2.0,1.5,0.92,G
29.2,31.02,3.0,2.62,4.0,5.67,30.0,28.13,1.96,2.8,1.5,1.5,G
29.2,31.02,3.0,2.62,4.0,5.67,30.2,30.0,1.9,2.8,2.33,4.0,G
28.8,28.53,2.6,2.13,4.0,1.5,25.6,27.2,3.6,2.8,0.0,0.0,O
28.8,28.53,2.6,2.13,4.0,1.5,29.6,28.04,3.0,2.0,1.5,0.92,O
28.8,28.53,2.6,2.13,4.0,1.5,28.8,27.9,2.2,2.7,1.5,1.0,G
28.8,28.53,2.6,2.13,4.0,1.5,30.0,30.1,2.2,2.1,1.5,2.33,G
31.8,26.11,1.8,2.89,1.5,0.8,29.5,29.5,2.0,2.44,1.5,1.57,G
31.8,26.11,1.8,2.89,1.5,0.8,27.4,29.1,3.6,2.0,0.67,1.5,O
29.47,27.56,1.97,3.11,1.31,1.25,27.31,26.0,3.23,3.33,0.18,0.12,G
29.47,27.56,1.97,3.11,1.31,1.25,27.1,29.89,2.5,2.11,0.67,1.11,O
29.47,27.56,1.97,3.11,1.31,1.25,29.4,27.9,2.27,2.8,1.14,1.0,G
29.8,29.29,2.2,2.5,2.33,1.8,29.0,30.05,2.8,1.75,1.5,1.86,O
29.8,29.29,2.2,2.5,2.33,1.8,29.2,26.0,1.97,2.7,1.73,1.0,G
29.8,29.29,2.2,2.5,2.33,1.8,26.68,29.47,3.28,2.18,0.56,1.0,G
29.8,29.29,2.2,2.5,2.33,1.8,29.07,28.0,2.37,2.67,1.14,0.67,O
31.22,32.24,2.22,1.24,8.0,6.5,30.13,28.98,1.87,2.38,2.0,1.35,G
31.22,32.24,2.22,1.24,8.0,6.5,26.4,26.2,3.2,2.4,0.67,0.67,O
31.22,32.24,2.22,1.24,8.0,6.5,13.5,14.0,3.5,3.5,0.0,0.0,G
31.22,32.24,2.22,1.24,8.0,6.5,29.8,29.3,1.7,2.4,2.33,1.5,G
31.22,32.24,2.22,1.24,8.0,6.5,29.1,31.8,3.0,1.4,1.5,9.0,O
30.2,29.33,2.0,2.56,1.5,2.0,27.4,24.5,2.5,3.39,0.67,0.2,G
30.2,29.33,2.0,2.56,1.5,2.0,27.79,28.8,2.05,2.75,1.11,1.86,G
30.2,29.33,2.0,2.56,1.5,2.0,27.33,29.56,3.47,2.38,0.36,1.0,O
28.8,30.2,2.4,1.6,1.5,1.5,24.23,26.33,3.08,3.33,0.44,0.0,G
28.8,30.2,2.4,1.6,1.5,1.5,27.36,27.4,2.5,2.85,0.56,0.33,G
28.8,30.2,2.4,1.6,1.5,1.5,27.6,27.67,3.04,2.67,0.56,0.8,G
31.6,31.8,1.8,1.4,5,5,28.2,28.93,3.1,1.93,1.5,0.88,G
31.6,31.8,1.8,1.4,5,5,29.4,27.9,2.27,2.8,1.14,1.0,O
31.6,31.8,1.8,1.4,5,5,29.93,26.2,1.6,3.2,1.5,1.0,G
31.6,31.8,1.8,1.4,5,5,27.0,26.0,2.4,3.4,0.67,0.67,O
31.6,31.8,1.8,1.4,5,5,31.0,29.6,1.43,2.6,6.0,4.0,O
29.8,29.9,2.0,2.6,1.5,2.33,30.0,30.1,2.2,2.1,1.5,2.33,G
29.8,29.9,2.0,2.6,1.5,2.33,28.8,27.9,2.2,2.7,1.5,1.0,O
29.8,29.9,2.0,2.6,1.5,2.33,28.8,28.86,2.7,2.64,1.0,1.0,G
29.8,29.9,2.0,2.6,1.5,2.33,29.47,25.89,2.12,2.44,1.29,0.5,G
30.33,27.44,1.56,2.67,3.5,2.0,29.15,27.93,2.35,2.93,0.82,0.75,O
30.33,27.44,1.56,2.67,3.5,2.0,29.07,28.0,2.37,2.67,1.14,0.67,G
30.33,27.44,1.56,2.67,3.5,2.0,30.0,28.13,1.96,2.8,1.5,1.5,O
30.33,27.44,1.56,2.67,3.5,2.0,28.79,25.5,2.07,2.3,2.22,1.0,O
29.4,27.9,2.27,2.8,1.14,1.0,23.11,25.33,3.22,2.0,0.5,0.5,G
29.4,27.9,2.27,2.8,1.14,1.0,28.25,28.25,3.0,3.0,0.33,0.33,O
29.4,27.9,2.27,2.8,1.14,1.0,28.4,27.0,2.2,3.2,0.67,0.67,O
28.32,27.85,2.33,2.85,0.9,0.54,25.6,27.2,3.6,2.8,0.0,0.0,G
28.32,27.85,2.33,2.85,0.9,0.54,24.24,26.07,3.41,2.79,0.13,0.56,O
30.0,28.13,1.96,2.8,1.5,1.5,27.6,30.5,2.8,1.7,1.5,2.33,G
30.0,28.13,1.96,2.8,1.5,1.5,27.33,29.56,3.47,2.38,0.36,1.0,G
30.0,28.13,1.96,2.8,1.5,1.5,27.4,29.1,3.6,2.0,0.67,1.5,O
29.93,26.2,1.6,3.2,1.5,1.0,27.6,27.67,3.04,2.67,0.56,0.8,O
29.93,26.2,1.6,3.2,1.5,1.0,31.63,28.71,1.7,2.43,14.0,1.8,G
28.2,28.4,3.4,2.2,0.67,0.67,30.6,27.95,1.67,2.58,1.5,1.71,O
28.2,28.4,3.4,2.2,0.67,0.67,26.67,21.4,2.5,3.6,0.5,0.25,O
28.2,28.93,3.1,1.93,1.5,0.88,25.6,27.2,3.6,2.8,0.0,0.0,O
28.2,28.93,3.1,1.93,1.5,0.88,26.9,26.8,3.1,3.0,0.43,0.25,G
28.2,28.93,3.1,1.93,1.5,0.88,25.83,25.59,2.83,2.86,0.5,0.38,O
26.67,21.4,2.5,3.6,0.5,0.25,26.9,26.8,3.1,3.0,0.43,0.25,O
30.3,28.37,1.7,2.33,1.5,1.5,25.44,25.44,2.32,2.32,0.48,0.48,G
30.3,28.37,1.7,2.33,1.5,1.5,27.9,26.2,2.65,3.4,0.82,0.43,G
30.3,28.37,1.7,2.33,1.5,1.5,29.3,28.16,2.3,2.68,1.5,0.58,O
29.73,28.23,1.8,2.67,1.14,1.0,27.9,26.2,2.65,3.4,0.82,0.43,G
29.73,28.23,1.8,2.67,1.14,1.0,28.2,27.8,2.2,3.0,0.67,0.67,O
29.44,29.5,2.11,2.44,1.25,1.57,29.8,29.4,2.3,2.6,1.5,0.67,G
29.6,27.8,1.8,3.6,0.67,0.67,29.2,28.47,1.8,2.67,1.5,2.0,O
31.32,28.79,1.63,2.07,5.33,2.22,27.5,27.4,2.3,3.0,1.0,1.0,O
31.32,28.79,1.63,2.07,5.33,2.22,30.25,26.93,1.85,2.67,1.86,0.67,O
31.32,28.79,1.63,2.07,5.33,2.22,29.26,26.61,2.0,3.04,1.27,0.75,G
31.32,28.79,1.63,2.07,5.33,2.22,31.62,30.0,1.42,2.41,3.0,1.9,O
31.0,30.0,1.9,1.8,2.33,2.33,30.03,30.35,2.19,2.03,2.44,1.83,O
31.0,30.0,1.9,1.8,2.33,2.33,28.6,29.21,2.8,2.57,0.67,0.75,O
31.0,30.0,1.9,1.8,2.33,2.33,27.85,29.0,2.85,3.07,0.54,0.5,G
31.0,30.0,1.9,1.8,2.33,2.33,30.3,28.37,1.7,2.33,1.5,1.5,G
30.5,30.5,2.4,2.4,1.5,1.5,29.0,28.6,2.2,3.0,0.67,0.67,G
30.5,30.5,2.4,2.4,1.5,1.5,29.73,28.23,1.8,2.67,1.14,1.0,O
30.5,30.5,2.4,2.4,1.5,1.5,28.67,29.2,1.89,3.0,1.0,1.5,G
30.94,30.9,1.61,1.82,5.2,5.25,29.2,29.59,2.2,2.24,1.5,1.83,G
30.94,30.9,1.61,1.82,5.2,5.25,30.3,28.37,1.7,2.33,1.5,1.5,G
30.94,30.9,1.61,1.82,5.2,5.25,31.32,28.79,1.63,2.07,5.33,2.22,O
30.94,30.9,1.61,1.82,5.2,5.25,30.5,30.5,2.4,2.4,1.5,1.5,O
30.94,30.9,1.61,1.82,5.2,5.25,28.67,29.2,1.89,3.0,1.0,1.5,G
30.25,26.93,1.85,2.67,1.86,0.67,29.26,26.61,2.0,3.04,1.27,0.75,O
30.25,26.93,1.85,2.67,1.86,0.67,29.2,27.4,1.8,3.6,0.67,0.67,O
30.25,26.93,1.85,2.67,1.86,0.67,27.5,27.4,2.3,3.0,1.0,1.0,G
28.8,28.4,2.0,2.4,1.5,1.5,25.5,25.77,3.25,2.85,0.0,0.44,G
28.8,28.4,2.0,2.4,1.5,1.5,29.73,28.23,1.8,2.67,1.14,1.0,O
28.8,28.4,2.0,2.4,1.5,1.5,29.26,26.61,2.0,3.04,1.27,0.75,G
30.03,30.35,2.19,2.03,2.44,1.83,27.5,27.4,2.3,3.0,1.0,1.0,G
30.03,30.35,2.19,2.03,2.44,1.83,28.2,27.8,2.2,3.0,0.67,0.67,O
30.03,30.35,2.19,2.03,2.44,1.83,27.9,26.2,2.65,3.4,0.82,0.43,O
30.03,30.35,2.19,2.03,2.44,1.83,30.5,30.5,2.4,2.4,1.5,1.5,G
29.2,28.47,1.8,2.67,1.5,2.0,29.0,28.6,2.2,3.0,0.67,0.67,O
29.2,28.47,1.8,2.67,1.5,2.0,29.8,29.4,2.3,2.6,1.5,0.67,O
29.2,28.47,1.8,2.67,1.5,2.0,29.2,27.4,1.8,3.6,0.67,0.67,G
27.9,26.2,2.65,3.4,0.82,0.43,26.5,28.5,3.44,2.57,0.38,0.56,G
30.69,31.22,1.78,1.39,6.5,6.71,29.44,29.5,2.11,2.44,1.25,1.57,G
30.69,31.22,1.78,1.39,6.5,6.71,31.62,30.0,1.42,2.41,3.0,1.9,G
30.69,31.22,1.78,1.39,6.5,6.71,31.0,30.0,1.9,1.8,2.33,2.33,O
30.69,31.22,1.78,1.39,6.5,6.71,31.53,30.44,2.0,1.87,6.5,2.9,O
27.85,29.0,2.85,3.07,0.54,0.5,26.0,26.75,3.5,3.0,0.0,0.0,G
29.3,28.16,2.3,2.68,1.5,0.58,25.5,25.77,3.25,2.85,0.0,0.44,O
29.3,28.16,2.3,2.68,1.5,0.58,28.2,27.8,2.2,3.0,0.67,0.67,O
29.3,28.16,2.3,2.68,1.5,0.58,28.6,29.21,2.8,2.57,0.67,0.75,G
26.5,28.5,3.44,2.57,0.38,0.56,25.44,25.44,2.32,2.32,0.48,0.48,O
26.5,28.5,3.44,2.57,0.38,0.56,26.0,26.75,3.5,3.0,0.0,0.0,G
29.26,26.61,2.0,3.04,1.27,0.75,26.67,28.33,2.5,2.11,0.5,0.8,G
29.26,26.61,2.0,3.04,1.27,0.75,29.6,27.8,1.8,3.6,0.67,0.67,O
29.0,28.6,2.2,3.0,0.67,0.67,25.5,25.77,3.25,2.85,0.0,0.44,G
29.0,28.6,2.2,3.0,0.67,0.67,27.85,29.0,2.85,3.07,0.54,0.5,O
29.8,29.4,2.3,2.6,1.5,0.67,28.67,28.5,3.0,2.5,0.5,1.0,O
29.8,29.4,2.3,2.6,1.5,0.67,27.9,26.2,2.65,3.4,0.82,0.43,O
28.2,27.8,2.2,3.0,0.67,0.67,26.5,28.5,3.44,2.57,0.38,0.56,O
28.2,27.8,2.2,3.0,0.67,0.67,27.85,29.0,2.85,3.07,0.54,0.5,O
29.2,27.4,1.8,3.6,0.67,0.67,31.2,30.73,1.63,2.0,3.29,2.64,O
29.2,27.4,1.8,3.6,0.67,0.67,29.6,27.8,1.8,3.6,0.67,0.67,G
26.67,28.33,2.5,2.11,0.5,0.8,26.5,28.5,3.44,2.57,0.38,0.56,O
26.67,28.33,2.5,2.11,0.5,0.8,27.5,27.4,2.3,3.0,1.0,1.0,O
28.67,28.5,3.0,2.5,0.5,1.0,26.0,26.75,3.5,3.0,0.0,0.0,O
31.2,30.73,1.63,2.0,3.29,2.64,28.67,28.5,3.0,2.5,0.5,1.0,O
31.2,30.73,1.63,2.0,3.29,2.64,29.2,29.59,2.2,2.24,1.5,1.83,G
31.2,30.73,1.63,2.0,3.29,2.64,29.44,29.5,2.11,2.44,1.25,1.57,O
31.2,30.73,1.63,2.0,3.29,2.64,29.0,28.6,2.2,3.0,0.67,0.67,G
27.5,27.4,2.3,3.0,1.0,1.0,25.44,25.44,2.32,2.32,0.48,0.48,O
31.53,30.44,2.0,1.87,6.5,2.9,28.8,28.4,2.0,2.4,1.5,1.5,O
31.53,30.44,2.0,1.87,6.5,2.9,29.6,27.8,1.8,3.6,0.67,0.67,O
31.53,30.44,2.0,1.87,6.5,2.9,29.3,28.16,2.3,2.68,1.5,0.58,G
31.53,30.44,2.0,1.87,6.5,2.9,28.6,29.21,2.8,2.57,0.67,0.75,O
28.67,29.2,1.89,3.0,1.0,1.5,27.85,29.0,2.85,3.07,0.54,0.5,G
28.67,29.2,1.89,3.0,1.0,1.5,29.8,29.4,2.3,2.6,1.5,0.67,O
28.67,29.2,1.89,3.0,1.0,1.5,28.8,28.4,2.0,2.4,1.5,1.5,G
31.62,30.0,1.42,2.41,3.0,1.9,26.0,26.75,3.5,3.0,0.0,0.0,O
31.62,30.0,1.42,2.41,3.0,1.9,29.2,27.4,1.8,3.6,0.67,0.67,G
31.62,30.0,1.42,2.41,3.0,1.9,30.25,26.93,1.85,2.67,1.86,0.67,O
29.2,29.59,2.2,2.24,1.5,1.83,25.44,25.44,2.32,2.32,0.48,0.48,G
29.2,29.59,2.2,2.24,1.5,1.83,25.5,25.77,3.25,2.85,0.0,0.44,G
29.2,29.59,2.2,2.24,1.5,1.83,26.67,28.33,2.5,2.11,0.5,0.8,O
28.6,29.21,2.8,2.57,0.67,0.75,26.67,28.33,2.5,2.11,0.5,0.8,O
28.6,29.21,2.8,2.57,0.67,0.75,29.2,28.47,1.8,2.67,1.5,2.0,O
31.0,30.57,1.86,2.24,2.5,2.38,27.0,26.67,2.67,3.33,0.5,0.5,G
31.0,30.57,1.86,2.24,2.5,2.38,29.68,29.93,2.6,2.07,1.35,1.14,G
31.0,30.57,1.86,2.24,2.5,2.38,27.6,27.6,2.7,3.0,0.25,0.67,O
31.12,31.47,1.76,1.62,4.0,7.5,26.9,23.6,2.6,3.4,0.43,0.25,O
31.12,31.47,1.76,1.62,4.0,7.5,31.2,30.2,1.63,2.4,3.29,2.33,G
31.12,31.47,1.76,1.62,4.0,7.5,26.68,27.58,3.28,2.62,0.56,1.0,O
28.3,26.6,2.6,2.8,0.67,0.67,22.25,23.25,4.0,3.0,0.0,0.0,O
28.3,26.6,2.6,2.8,0.67,0.67,26.9,23.6,2.6,3.4,0.43,0.25,O
27.6,27.6,2.7,3.0,0.25,0.67,27.0,26.67,2.67,3.33,0.5,0.5,O
29.5,29.95,2.45,2.0,1.86,1.44,22.25,23.25,4.0,3.0,0.0,0.0,G
29.5,29.95,2.45,2.0,1.86,1.44,28.05,28.0,2.47,2.67,1.11,1.0,G
31.62,30.0,1.42,2.41,3.0,1.9,26.4,26.0,2.6,2.8,0.67,0.67,G
31.62,30.0,1.42,2.41,3.0,1.9,22.25,23.25,4.0,3.0,0.0,0.0,O
26.4,26.0,2.6,2.8,0.67,0.67,26.9,23.6,2.6,3.4,0.43,0.25,G
29.68,29.93,2.6,2.07,1.35,1.14,27.6,27.6,2.7,3.0,0.25,0.67,O
30.73,29.59,2.0,2.24,2.64,1.83,28.05,28.0,2.47,2.67,1.11,1.0,G
30.73,29.59,2.0,2.24,2.64,1.83,29.68,29.93,2.6,2.07,1.35,1.14,O
28.05,28.0,2.47,2.67,1.11,1.0,26.9,23.6,2.6,3.4,0.43,0.25,G
28.05,28.0,2.47,2.67,1.11,1.0,26.4,26.0,2.6,2.8,0.67,0.67,G
27.0,26.8,2.4,3.0,0.67,0.67,22.25,23.25,4.0,3.0,0.0,0.0,O
30.8,27.8,1.8,3.0,1.5,1.5,26.4,26.0,2.6,2.8,0.67,0.67,O
31.2,30.2,1.63,2.4,3.29,2.33,27.6,27.6,2.7,3.0,0.25,0.67,G
31.0,30.57,1.86,2.24,2.5,2.38,27.5,28.52,3.25,2.52,0.33,1.09,G
31.0,30.57,1.86,2.24,2.5,2.38,30.13,29.5,1.87,2.0,2.0,1.5,G
27.5,28.52,3.25,2.52,0.33,1.09,26.8,28.36,3.4,2.84,0.0,0.92,O
27.79,28.04,2.05,2.0,1.11,0.92,29.47,28.33,2.12,2.75,1.29,1.0,G
27.79,28.04,2.05,2.0,1.11,0.92,26.8,28.36,3.4,2.84,0.0,0.92,O
29.71,30.42,2.17,1.84,2.0,2.8,27.79,28.04,2.05,2.0,1.11,0.92,G
29.71,30.42,2.17,1.84,2.0,2.8,26.8,28.36,3.4,2.84,0.0,0.92,G
29.71,30.42,2.17,1.84,2.0,2.8,31.0,30.57,1.86,2.24,2.5,2.38,G
29.77,30.69,1.82,1.78,3.0,6.5,29.47,28.33,2.12,2.75,1.29,1.0,O
29.77,30.69,1.82,1.78,3.0,6.5,29.71,30.42,2.17,1.84,2.0,2.8,G
29.77,30.69,1.82,1.78,3.0,6.5,29.6,31.2,2.6,1.6,1.5,1.5,O
29.77,30.69,1.82,1.78,3.0,6.5,31.02,32.24,2.62,1.24,5.67,6.5,G
29.77,30.69,1.82,1.78,3.0,6.5,29.15,30.6,2.35,1.67,0.82,1.5,O
31.02,32.24,2.62,1.24,5.67,6.5,30.13,29.5,1.87,2.0,2.0,1.5,O
31.02,32.24,2.62,1.24,5.67,6.5,29.15,30.6,2.35,1.67,0.82,1.5,G
31.02,32.24,2.62,1.24,5.67,6.5,29.71,30.42,2.17,1.84,2.0,2.8,G
31.02,32.24,2.62,1.24,5.67,6.5,29.6,31.2,2.6,1.6,1.5,1.5,G
30.13,29.5,1.87,2.0,2.0,1.5,26.8,28.36,3.4,2.84,0.0,0.92,O
30.13,29.5,1.87,2.0,2.0,1.5,27.79,28.04,2.05,2.0,1.11,0.92,G
30.13,29.5,1.87,2.0,2.0,1.5,27.5,28.52,3.25,2.52,0.33,1.09,O
29.15,30.6,2.35,1.67,0.82,1.5,26.8,28.36,3.4,2.84,0.0,0.92,G
29.15,30.6,2.35,1.67,0.82,1.5,27.79,28.04,2.05,2.0,1.11,0.92,O
29.15,30.6,2.35,1.67,0.82,1.5,31.0,30.57,1.86,2.24,2.5,2.38,O
29.6,31.2,2.6,1.6,1.5,1.5,28.73,29.25,2.45,3.0,0.83,0.33,O
29.6,31.2,2.6,1.6,1.5,1.5,31.0,30.57,1.86,2.24,2.5,2.38,G
29.6,31.2,2.6,1.6,1.5,1.5,27.5,28.52,3.25,2.52,0.33,1.09,O
30.69,30.9,1.78,1.82,6.5,5.25,29.68,30.6,2.6,2.0,1.35,1.86,O
30.69,30.9,1.78,1.82,6.5,5.25,30.65,29.25,1.88,3.0,2.4,0.33,G
30.69,30.9,1.78,1.82,6.5,5.25,30.33,29.9,1.93,2.6,1.5,1.5,O
30.69,30.9,1.78,1.82,6.5,5.25,28.4,29.47,2.8,2.2,0.67,1.5,G
30.69,30.9,1.78,1.82,6.5,5.25,31.02,32.24,2.62,1.24,5.67,6.5,O
27.33,28.33,3.33,2.33,0.5,0.5,25.79,26.89,3.21,2.33,0.56,0.29,G
29.5,28.53,2.45,3.37,1.86,0.58,28.6,29.55,3.6,1.83,0.67,1.64,G
29.5,28.53,2.45,3.37,1.86,0.58,29.59,29.8,2.24,3.2,1.83,1.5,O
29.5,28.53,2.45,3.37,1.86,0.58,29.68,30.6,2.6,2.0,1.35,1.86,G
29.5,28.53,2.45,3.37,1.86,0.58,29.2,29.93,2.6,2.07,1.0,1.14,O
29.6,30.44,2.5,1.87,1.5,2.9,28.4,24.8,2.0,2.6,0.67,0.25,G
29.6,30.44,2.5,1.87,1.5,2.9,28.4,29.47,2.8,2.2,0.67,1.5,G
29.6,30.44,2.5,1.87,1.5,2.9,28.6,29.55,3.6,1.83,0.67,1.64,O
30.65,29.25,1.88,3.0,2.4,0.33,27.93,27.6,2.87,2.7,0.15,0.25,G
29.68,30.6,2.6,2.0,1.35,1.86,27.93,27.6,2.87,2.7,0.15,0.25,O
